year;state;month;number;date;;
1999;Goias;Oct;743;1999;Outubro;
2000;Goias;Oct;905;2000;Outubro;
2001;Goias;Oct;479;2001;Outubro;
2002;Goias;Oct;1.367;2002;Outubro;
2003;Goias;Oct;1.183;2003;Outubro;
2004;Goias;Oct;1.275;2004;Outubro;
2005;Goias;Oct;1.717;2005;Outubro;
2006;Goias;Oct;178;2006;Outubro;
2007;Goias;Oct;1.195;2007;Outubro;
2008;Goias;Oct;1.231;2008;Outubro;
2009;Goias;Oct;367;2009;Outubro;
2010;Goias;Oct;1.227;2010;Outubro;
2011;Goias;Oct;476;2011;Outubro;
2012;Goias;Oct;1.524;2012;Outubro;
2013;Goias;Oct;606;2013;Outubro;
2014;Goias;Oct;1.947;2014;Outubro;
2015;Goias;Oct;1.807;2015;Outubro;
2016;Goias;Oct;522;2016;Outubro;
2017;Goias;Oct;2.401;2017;Outubro;
1998;Goias;Nov;47;1998;Novembro;
1999;Goias;Nov;110;1999;Novembro;
2000;Goias;Nov;26;2000;Novembro;
2001;Goias;Nov;15;2001;Novembro;
2002;Goias;Nov;192;2002;Novembro;
2003;Goias;Nov;168;2003;Novembro;
2004;Goias;Nov;291;2004;Novembro;
2005;Goias;Nov;144;2005;Novembro;
2006;Goias;Nov;91;2006;Novembro;
2007;Goias;Nov;79;2007;Novembro;
2008;Goias;Nov;90;2008;Novembro;
2009;Goias;Nov;89;2009;Novembro;
2010;Goias;Nov;67;2010;Novembro;
2011;Goias;Nov;59;2011;Novembro;
2012;Goias;Nov;57;2012;Novembro;
2013;Goias;Nov;183;2013;Novembro;
2014;Goias;Nov;181;2014;Novembro;
2015;Goias;Nov;547;2015;Novembro;
2016;Goias;Nov;123;2016;Novembro;
2017;Goias;Nov;117;2017;Novembro;
1998;Goias;Dec;13;1998;Dezembro;
1999;Goias;Dec;20;1999;Dezembro;
2000;Goias;Dec;6;2000;Dezembro;
2001;Goias;Dec;18;2001;Dezembro;
2002;Goias;Dec;115;2002;Dezembro;
2003;Goias;Dec;129;2003;Dezembro;
2004;Goias;Dec;56;2004;Dezembro;
2005;Goias;Dec;5;2005;Dezembro;
2006;Goias;Dec;7;2006;Dezembro;
2007;Goias;Dec;16;2007;Dezembro;
2008;Goias;Dec;6;2008;Dezembro;
2009;Goias;Dec;39;2009;Dezembro;
2010;Goias;Dec;48;2010;Dezembro;
2011;Goias;Dec;39;2011;Dezembro;
2012;Goias;Dec;93;2012;Dezembro;
2013;Goias;Dec;86;2013;Dezembro;
2014;Goias;Dec;68;2014;Dezembro;
2015;Goias;Dec;179;2015;Dezembro;
2016;Goias;Dec;64;2016;Dezembro;
1998;Maranhao;Jan;0;1998;Janeiro;
1999;Maranhao;Jan;54;1999;Janeiro;
2000;Maranhao;Jan;19;2000;Janeiro;
2001;Maranhao;Jan;29;2001;Janeiro;
2002;Maranhao;Jan;48;2002;Janeiro;
2003;Maranhao;Jan;436;2003;Janeiro;
2004;Maranhao;Jan;241;2004;Janeiro;
2005;Maranhao;Jan;450;2005;Janeiro;
2006;Maranhao;Jan;221;2006;Janeiro;
2007;Maranhao;Jan;428;2007;Janeiro;
2008;Maranhao;Jan;121;2008;Janeiro;
2009;Maranhao;Jan;240;2009;Janeiro;
2010;Maranhao;Jan;319;2010;Janeiro;
2011;Maranhao;Jan;124;2011;Janeiro;
2012;Maranhao;Jan;326;2012;Janeiro;
2013;Maranhao;Jan;209;2013;Janeiro;
2014;Maranhao;Jan;195;2014;Janeiro;
2015;Maranhao;Jan;494;2015;Janeiro;
2016;Maranhao;Jan;412;2016;Janeiro;
2017;Maranhao;Jan;187;2017;Janeiro;
1998;Maranhao;Feb;0;1998;Fevereiro;
1999;Maranhao;Feb;6;1999;Fevereiro;
2000;Maranhao;Feb;11;2000;Fevereiro;
2001;Maranhao;Feb;1;2001;Fevereiro;
2002;Maranhao;Feb;116;2002;Fevereiro;
2003;Maranhao;Feb;11;2003;Fevereiro;
2004;Maranhao;Feb;22;2004;Fevereiro;
2005;Maranhao;Feb;56;2005;Fevereiro;
2006;Maranhao;Feb;22;2006;Fevereiro;
2007;Maranhao;Feb;13;2007;Fevereiro;
2008;Maranhao;Feb;45;2008;Fevereiro;
2009;Maranhao;Feb;20;2009;Fevereiro;
2010;Maranhao;Feb;93;2010;Fevereiro;
2011;Maranhao;Feb;9;2011;Fevereiro;
2012;Maranhao;Feb;46;2012;Fevereiro;
2013;Maranhao;Feb;62;2013;Fevereiro;
2014;Maranhao;Feb;29;2014;Fevereiro;
2015;Maranhao;Feb;95;2015;Fevereiro;
2016;Maranhao;Feb;318;2016;Fevereiro;
2017;Maranhao;Feb;47;2017;Fevereiro;
1998;Maranhao;Mar;0;1998;Março;
1999;Maranhao;Mar;17;1999;Março;
2000;Maranhao;Mar;6;2000;Março;
2001;Maranhao;Mar;0;2001;Março;
2002;Maranhao;Mar;16;2002;Março;
2003;Maranhao;Mar;16;2003;Março;
2004;Maranhao;Mar;18;2004;Março;
2005;Maranhao;Mar;9;2005;Março;
2006;Maranhao;Mar;14;2006;Março;
2007;Maranhao;Mar;52;2007;Março;
2008;Maranhao;Mar;4;2008;Março;
2009;Maranhao;Mar;33;2009;Março;
2010;Maranhao;Mar;82;2010;Março;
2011;Maranhao;Mar;22;2011;Março;
2012;Maranhao;Mar;49;2012;Março;
2013;Maranhao;Mar;30;2013;Março;
2014;Maranhao;Mar;59;2014;Março;
2015;Maranhao;Mar;53;2015;Março;
2016;Maranhao;Mar;113;2016;Março;
2017;Maranhao;Mar;32;2017;Março;
1998;Maranhao;Apr;0;1998;Abril;
1999;Maranhao;Apr;4;1999;Abril;
2000;Maranhao;Apr;6;2000;Abril;
2001;Maranhao;Apr;2;2001;Abril;
2002;Maranhao;Apr;28;2002;Abril;
2003;Maranhao;Apr;79;2003;Abril;
2004;Maranhao;Apr;44;2004;Abril;
2005;Maranhao;Apr;43;2005;Abril;
2006;Maranhao;Apr;9;2006;Abril;
2007;Maranhao;Apr;5;2007;Abril;
2008;Maranhao;Apr;26;2008;Abril;
2009;Maranhao;Apr;14;2009;Abril;
2010;Maranhao;Apr;128;2010;Abril;
2011;Maranhao;Apr;37;2011;Abril;
2012;Maranhao;Apr;97;2012;Abril;
2013;Maranhao;Apr;62;2013;Abril;
2014;Maranhao;Apr;78;2014;Abril;
2015;Maranhao;Apr;119;2015;Abril;
2016;Maranhao;Apr;113;2016;Abril;
2017;Maranhao;Apr;91;2017;Abril;
1998;Maranhao;May;0;1998;Maio;
1999;Maranhao;May;3;1999;Maio;
2000;Maranhao;May;28;2000;Maio;
2001;Maranhao;May;21;2001;Maio;
2002;Maranhao;May;71;2002;Maio;
2003;Maranhao;May;60;2003;Maio;
2004;Maranhao;May;145;2004;Maio;
2005;Maranhao;May;74;2005;Maio;
2006;Maranhao;May;5;2006;Maio;
2007;Maranhao;May;73;2007;Maio;
2008;Maranhao;May;26;2008;Maio;
2009;Maranhao;May;19;2009;Maio;
2010;Maranhao;May;273;2010;Maio;
2011;Maranhao;May;73;2011;Maio;
2012;Maranhao;May;286;2012;Maio;
2013;Maranhao;May;100;2013;Maio;
2014;Maranhao;May;148;2014;Maio;
2015;Maranhao;May;194;2015;Maio;
2016;Maranhao;May;206;2016;Maio;
2017;Maranhao;May;142;2017;Maio;
1998;Maranhao;June;78;1998;Junho;
1999;Maranhao;June;32;1999;Junho;
2000;Maranhao;June;94;2000;Junho;
2001;Maranhao;June;100;2001;Junho;
2002;Maranhao;June;230;2002;Junho;
2003;Maranhao;June;338;2003;Junho;
2004;Maranhao;June;706;2004;Junho;
2005;Maranhao;June;529;2005;Junho;
2006;Maranhao;June;131;2006;Junho;
2007;Maranhao;June;515;2007;Junho;
2008;Maranhao;June;235;2008;Junho;
2009;Maranhao;June;279;2009;Junho;
2010;Maranhao;June;494;2010;Junho;
2011;Maranhao;June;602;2011;Junho;
2012;Maranhao;June;915;2012;Junho;
2013;Maranhao;June;498;2013;Junho;
2014;Maranhao;June;812;2014;Junho;
2015;Maranhao;June;887;2015;Junho;
2016;Maranhao;June;709;2016;Junho;
2017;Maranhao;June;885;2017;Junho;
1998;Maranhao;July;274;1998;Julho;
1999;Maranhao;July;258;1999;Julho;
2000;Maranhao;July;233;2000;Julho;
2001;Maranhao;July;549;2001;Julho;
2002;Maranhao;July;1.271;2002;Julho;
2003;Maranhao;July;1.103;2003;Julho;
2004;Maranhao;July;1.366;2004;Julho;
2005;Maranhao;July;1.152;2005;Julho;
2006;Maranhao;July;512;2006;Julho;
2007;Maranhao;July;1.205;2007;Julho;
2008;Maranhao;July;502;2008;Julho;
2009;Maranhao;July;972;2009;Julho;
2010;Maranhao;July;2.323;2010;Julho;
2011;Maranhao;July;1.024;2011;Julho;
2012;Maranhao;July;3.548;2012;Julho;
2013;Maranhao;July;1.111;2013;Julho;
2014;Maranhao;July;2.068;2014;Julho;
2015;Maranhao;July;1.642;2015;Julho;
2016;Maranhao;July;2.096;2016;Julho;
2017;Maranhao;July;2.521;2017;Julho;
1998;Maranhao;Aug;1.176;1998;Agosto;
1999;Maranhao;Aug;895;1999;Agosto;
2000;Maranhao;Aug;839;2000;Agosto;
2001;Maranhao;Aug;2.037;2001;Agosto;
2002;Maranhao;Aug;3.481;2002;Agosto;
2003;Maranhao;Aug;2.023;2003;Agosto;
2004;Maranhao;Aug;1.889;2004;Agosto;
2005;Maranhao;Aug;2.239;2005;Agosto;
2006;Maranhao;Aug;1.382;2006;Agosto;
2007;Maranhao;Aug;8.409;2007;Agosto;
2008;Maranhao;Aug;713;2008;Agosto;
2009;Maranhao;Aug;1.766;2009;Agosto;
2010;Maranhao;Aug;6.353;2010;Agosto;
2011;Maranhao;Aug;2.138;2011;Agosto;
2012;Maranhao;Aug;10.395;2012;Agosto;
2013;Maranhao;Aug;2.098;2013;Agosto;
2014;Maranhao;Aug;5.592;2014;Agosto;
2015;Maranhao;Aug;5.428;2015;Agosto;
2016;Maranhao;Aug;3.723;2016;Agosto;
2017;Maranhao;Aug;3.875;2017;Agosto;
1998;Maranhao;Sept;3.935;1998;Setembro;
1999;Maranhao;Sept;1.739;1999;Setembro;
2000;Maranhao;Sept;1.365;2000;Setembro;
2001;Maranhao;Sept;4.618;2001;Setembro;
2002;Maranhao;Sept;3.181;2002;Setembro;
2003;Maranhao;Sept;5.878;2003;Setembro;
2004;Maranhao;Sept;4.673;2004;Setembro;
2005;Maranhao;Sept;6.292;2005;Setembro;
2006;Maranhao;Sept;2.907;2006;Setembro;
2007;Maranhao;Sept;8.524;2007;Setembro;
2008;Maranhao;Sept;2.761;2008;Setembro;
2009;Maranhao;Sept;2.404;2009;Setembro;
2010;Maranhao;Sept;9.795;2010;Setembro;
2011;Maranhao;Sept;4.632;2011;Setembro;
2012;Maranhao;Sept;7.626;2012;Setembro;
2013;Maranhao;Sept;3.88;2013;Setembro;
2014;Maranhao;Sept;4.373;2014;Setembro;
2015;Maranhao;Sept;6.423;2015;Setembro;
2016;Maranhao;Sept;3.166;2016;Setembro;
2017;Maranhao;Sept;14.825;2017;Setembro;
1998;Maranhao;Oct;5.137;1998;Outubro;
1999;Maranhao;Oct;3.208;1999;Outubro;
2000;Maranhao;Oct;2.654;2000;Outubro;
2001;Maranhao;Oct;6.661;2001;Outubro;
2002;Maranhao;Oct;5.182;2002;Outubro;
2003;Maranhao;Oct;6.085;2003;Outubro;
2004;Maranhao;Oct;3.604;2004;Outubro;
2005;Maranhao;Oct;6.472;2005;Outubro;
2006;Maranhao;Oct;3.024;2006;Outubro;
2007;Maranhao;Oct;4.772;2007;Outubro;
2008;Maranhao;Oct;3.498;2008;Outubro;
2009;Maranhao;Oct;1.861;2009;Outubro;
2010;Maranhao;Oct;3.228;2010;Outubro;
2011;Maranhao;Oct;2.404;2011;Outubro;
2012;Maranhao;Oct;5;2012;Outubro;
2013;Maranhao;Oct;2.918;2013;Outubro;
2014;Maranhao;Oct;5.812;2014;Outubro;
2015;Maranhao;Oct;6.746;2015;Outubro;
2016;Maranhao;Oct;5.351;2016;Outubro;
2017;Maranhao;Oct;6.011;2017;Outubro;
1998;Maranhao;Nov;2.237;1998;Novembro;
1999;Maranhao;Nov;1.494;1999;Novembro;
2000;Maranhao;Nov;2.267;2000;Novembro;
2001;Maranhao;Nov;3.525;2001;Novembro;
2002;Maranhao;Nov;5.83;2002;Novembro;
2003;Maranhao;Nov;4.929;2003;Novembro;
2004;Maranhao;Nov;6.398;2004;Novembro;
2005;Maranhao;Nov;4.769;2005;Novembro;
2006;Maranhao;Nov;2.004;2006;Novembro;
2007;Maranhao;Nov;2.297;2007;Novembro;
2008;Maranhao;Nov;2.331;2008;Novembro;
2009;Maranhao;Nov;5;2009;Novembro;
2010;Maranhao;Nov;4.005;2010;Novembro;
2011;Maranhao;Nov;2.261;2011;Novembro;
2012;Maranhao;Nov;2.01;2012;Novembro;
2013;Maranhao;Nov;2.529;2013;Novembro;
2014;Maranhao;Nov;3.869;2014;Novembro;
2015;Maranhao;Nov;4.35;2015;Novembro;
2016;Maranhao;Nov;3.982;2016;Novembro;
2017;Maranhao;Nov;2.3;2017;Novembro;
1998;Maranhao;Dec;1.399;1998;Dezembro;
1999;Maranhao;Dec;1.001;1999;Dezembro;
2000;Maranhao;Dec;1.461;2000;Dezembro;
2001;Maranhao;Dec;1.296;2001;Dezembro;
2002;Maranhao;Dec;2.165;2002;Dezembro;
2003;Maranhao;Dec;2.424;2003;Dezembro;
2004;Maranhao;Dec;3.255;2004;Dezembro;
2005;Maranhao;Dec;1.66;2005;Dezembro;
2006;Maranhao;Dec;1.052;2006;Dezembro;
2007;Maranhao;Dec;800;2007;Dezembro;
2008;Maranhao;Dec;1.101;2008;Dezembro;
2009;Maranhao;Dec;1.768;2009;Dezembro;
2010;Maranhao;Dec;1.803;2010;Dezembro;
2011;Maranhao;Dec;1.629;2011;Dezembro;
2012;Maranhao;Dec;1.296;2012;Dezembro;
2013;Maranhao;Dec;2.692;2013;Dezembro;
2014;Maranhao;Dec;2.4;2014;Dezembro;
2015;Maranhao;Dec;3.706;2015;Dezembro;
2016;Maranhao;Dec;1.577;2016;Dezembro;
1998;Mato Grosso;Jan;0;1998;Janeiro;
1999;Mato Grosso;Jan;39;1999;Janeiro;
2000;Mato Grosso;Jan;44;2000;Janeiro;
2001;Mato Grosso;Jan;44;2001;Janeiro;
2002;Mato Grosso;Jan;172;2002;Janeiro;
2003;Mato Grosso;Jan;896;2003;Janeiro;
2004;Mato Grosso;Jan;301;2004;Janeiro;
2005;Mato Grosso;Jan;438;2005;Janeiro;
2006;Mato Grosso;Jan;947;2006;Janeiro;
2007;Mato Grosso;Jan;476;2007;Janeiro;
2008;Mato Grosso;Jan;245;2008;Janeiro;
2009;Mato Grosso;Jan;527;2009;Janeiro;
2010;Mato Grosso;Jan;298;2010;Janeiro;
2011;Mato Grosso;Jan;171;2011;Janeiro;
2012;Mato Grosso;Jan;166;2012;Janeiro;
2013;Mato Grosso;Jan;269;2013;Janeiro;
2014;Mato Grosso;Jan;315;2014;Janeiro;
2015;Mato Grosso;Jan;960;2015;Janeiro;
2016;Mato Grosso;Jan;374;2016;Janeiro;
2017;Mato Grosso;Jan;482;2017;Janeiro;
1998;Mato Grosso;Feb;0;1998;Fevereiro;
1999;Mato Grosso;Feb;28;1999;Fevereiro;
2000;Mato Grosso;Feb;35;2000;Fevereiro;
2001;Mato Grosso;Feb;54;2001;Fevereiro;
2002;Mato Grosso;Feb;22;2002;Fevereiro;
2003;Mato Grosso;Feb;592;2003;Fevereiro;
2004;Mato Grosso;Feb;272;2004;Fevereiro;
2005;Mato Grosso;Feb;871;2005;Fevereiro;
2006;Mato Grosso;Feb;383;2006;Fevereiro;
2007;Mato Grosso;Feb;213;2007;Fevereiro;
2008;Mato Grosso;Feb;180;2008;Fevereiro;
2009;Mato Grosso;Feb;248;2009;Fevereiro;
2010;Mato Grosso;Feb;431;2010;Fevereiro;
2011;Mato Grosso;Feb;119;2011;Fevereiro;
2012;Mato Grosso;Feb;193;2012;Fevereiro;
2013;Mato Grosso;Feb;375;2013;Fevereiro;
2014;Mato Grosso;Feb;199;2014;Fevereiro;
2015;Mato Grosso;Feb;542;2015;Fevereiro;
2016;Mato Grosso;Feb;1.05;2016;Fevereiro;
2017;Mato Grosso;Feb;337;2017;Fevereiro;
1998;Mato Grosso;Mar;0;1998;Março;
1999;Mato Grosso;Mar;18;1999;Março;
2000;Mato Grosso;Mar;60;2000;Março;
2001;Mato Grosso;Mar;24;2001;Março;
2002;Mato Grosso;Mar;103;2002;Março;
2003;Mato Grosso;Mar;554;2003;Março;
2004;Mato Grosso;Mar;743;2004;Março;
2005;Mato Grosso;Mar;362;2005;Março;
2006;Mato Grosso;Mar;448;2006;Março;
2007;Mato Grosso;Mar;476;2007;Março;
2008;Mato Grosso;Mar;180;2008;Março;
2009;Mato Grosso;Mar;325;2009;Março;
2010;Mato Grosso;Mar;605;2010;Março;
2011;Mato Grosso;Mar;252;2011;Março;
2012;Mato Grosso;Mar;423;2012;Março;
2013;Mato Grosso;Mar;563;2013;Março;
2014;Mato Grosso;Mar;655;2014;Março;
2015;Mato Grosso;Mar;705;2015;Março;
2016;Mato Grosso;Mar;1.085;2016;Março;
2017;Mato Grosso;Mar;719;2017;Março;
1998;Mato Grosso;Apr;0;1998;Abril;
1999;Mato Grosso;Apr;76;1999;Abril;
2000;Mato Grosso;Apr;59;2000;Abril;
2001;Mato Grosso;Apr;309;2001;Abril;
2002;Mato Grosso;Apr;641;2002;Abril;
2003;Mato Grosso;Apr;903;2003;Abril;
2004;Mato Grosso;Apr;441;2004;Abril;
2005;Mato Grosso;Apr;372;2005;Abril;
2006;Mato Grosso;Apr;161;2006;Abril;
2007;Mato Grosso;Apr;79;2007;Abril;
2008;Mato Grosso;Apr;274;2008;Abril;
2009;Mato Grosso;Apr;169;2009;Abril;
2010;Mato Grosso;Apr;769;2010;Abril;
2011;Mato Grosso;Apr;345;2011;Abril;
2012;Mato Grosso;Apr;521;2012;Abril;
2013;Mato Grosso;Apr;338;2013;Abril;
2014;Mato Grosso;Apr;859;2014;Abril;
2015;Mato Grosso;Apr;947;2015;Abril;
2016;Mato Grosso;Apr;1.77;2016;Abril;
2017;Mato Grosso;Apr;606;2017;Abril;
1998;Mato Grosso;May;0;1998;Maio;
1999;Mato Grosso;May;731;1999;Maio;
2000;Mato Grosso;May;1.194;2000;Maio;
2001;Mato Grosso;May;1.193;2001;Maio;
2002;Mato Grosso;May;2.528;2002;Maio;
2003;Mato Grosso;May;942;2003;Maio;
2004;Mato Grosso;May;2.413;2004;Maio;
2005;Mato Grosso;May;1.641;2005;Maio;
2006;Mato Grosso;May;269;2006;Maio;
2007;Mato Grosso;May;359;2007;Maio;
2008;Mato Grosso;May;119;2008;Maio;
2009;Mato Grosso;May;516;2009;Maio;
2010;Mato Grosso;May;1.313;2010;Maio;
2011;Mato Grosso;May;547;2011;Maio;
2012;Mato Grosso;May;812;2012;Maio;
2013;Mato Grosso;May;739;2013;Maio;
2014;Mato Grosso;May;933;2014;Maio;
2015;Mato Grosso;May;541;2015;Maio;
2016;Mato Grosso;May;1.081;2016;Maio;
2017;Mato Grosso;May;845;2017;Maio;
1998;Mato Grosso;June;2.201;1998;Junho;
1999;Mato Grosso;June;2.201;1999;Junho;
2000;Mato Grosso;June;4.358;2000;Junho;
2001;Mato Grosso;June;6.665;2001;Junho;
2002;Mato Grosso;June;7.878;2002;Junho;
2003;Mato Grosso;June;4.313;2003;Junho;
2004;Mato Grosso;June;9.813;2004;Junho;
2005;Mato Grosso;June;2.294;2005;Junho;
2006;Mato Grosso;June;856;2006;Junho;
2007;Mato Grosso;June;1.339;2007;Junho;
2008;Mato Grosso;June;403;2008;Junho;
2009;Mato Grosso;June;979;2009;Junho;
2010;Mato Grosso;June;1.025;2010;Junho;
2011;Mato Grosso;June;974;2011;Junho;
2012;Mato Grosso;June;1.651;2012;Junho;
2013;Mato Grosso;June;1.213;2013;Junho;
2014;Mato Grosso;June;1.795;2014;Junho;
2015;Mato Grosso;June;1.402;2015;Junho;
2016;Mato Grosso;June;1.417;2016;Junho;
2017;Mato Grosso;June;2.041;2017;Junho;
1998;Mato Grosso;July;3.712;1998;Julho;
1999;Mato Grosso;July;3.926;1999;Julho;
2000;Mato Grosso;July;1.338;2000;Julho;
2001;Mato Grosso;July;1.555;2001;Julho;
2002;Mato Grosso;July;5.661;2002;Julho;
2003;Mato Grosso;July;5.435;2003;Julho;
2004;Mato Grosso;July;11.517;2004;Julho;
2005;Mato Grosso;July;4.172;2005;Julho;
2006;Mato Grosso;July;1.941;2006;Julho;
2007;Mato Grosso;July;1.79;2007;Julho;
2008;Mato Grosso;July;1.117;2008;Julho;
2009;Mato Grosso;July;1.613;2009;Julho;
2010;Mato Grosso;July;3.442;2010;Julho;
2011;Mato Grosso;July;1.061;2011;Julho;
2012;Mato Grosso;July;2.008;2012;Julho;
2013;Mato Grosso;July;1.63;2013;Julho;
2014;Mato Grosso;July;2.255;2014;Julho;
2015;Mato Grosso;July;1.533;2015;Julho;
2016;Mato Grosso;July;3.495;2016;Julho;
2017;Mato Grosso;July;2.79;2017;Julho;
1998;Mato Grosso;Aug;15.406;1998;Agosto;
1999;Mato Grosso;Aug;18.566;1999;Agosto;
2000;Mato Grosso;Aug;6.063;2000;Agosto;
2001;Mato Grosso;Aug;7.762;2001;Agosto;
2002;Mato Grosso;Aug;14.086;2002;Agosto;
2003;Mato Grosso;Aug;11.132;2003;Agosto;
2004;Mato Grosso;Aug;13.603;2004;Agosto;
2005;Mato Grosso;Aug;11.57;2005;Agosto;
2006;Mato Grosso;Aug;6.218;2006;Agosto;
2007;Mato Grosso;Aug;14.453;2007;Agosto;
2008;Mato Grosso;Aug;2.875;2008;Agosto;
2009;Mato Grosso;Aug;2.25;2009;Agosto;
2010;Mato Grosso;Aug;14.608;2010;Agosto;
2011;Mato Grosso;Aug;2.628;2011;Agosto;
2012;Mato Grosso;Aug;6.195;2012;Agosto;
2013;Mato Grosso;Aug;3.568;2013;Agosto;
2014;Mato Grosso;Aug;7.167;2014;Agosto;
2015;Mato Grosso;Aug;5.112;2015;Agosto;
2016;Mato Grosso;Aug;6.228;2016;Agosto;
2017;Mato Grosso;Aug;6.229;2017;Agosto;
1998;Mato Grosso;Sept;10.363;1998;Setembro;
1999;Mato Grosso;Sept;11.729;1999;Setembro;
2000;Mato Grosso;Sept;6.251;2000;Setembro;
2001;Mato Grosso;Sept;8.49;2001;Setembro;
2002;Mato Grosso;Sept;11.034;2002;Setembro;
2003;Mato Grosso;Sept;15.79;2003;Setembro;
2004;Mato Grosso;Sept;24.994;2004;Setembro;
2005;Mato Grosso;Sept;20.551;2005;Setembro;
2006;Mato Grosso;Sept;12.661;2006;Setembro;
2007;Mato Grosso;Sept;25.963;2007;Setembro;
2008;Mato Grosso;Sept;7.965;2008;Setembro;
2009;Mato Grosso;Sept;3.129;2009;Setembro;
2010;Mato Grosso;Sept;18.366;2010;Setembro;
2011;Mato Grosso;Sept;6.332;2011;Setembro;
2012;Mato Grosso;Sept;10.344;2012;Setembro;
2013;Mato Grosso;Sept;5.576;2013;Setembro;
2014;Mato Grosso;Sept;7.081;2014;Setembro;
2015;Mato Grosso;Sept;11.068;2015;Setembro;
2016;Mato Grosso;Sept;8.98;2016;Setembro;
2017;Mato Grosso;Sept;23.945;2017;Setembro;
1998;Mato Grosso;Oct;2.707;1998;Outubro;
1999;Mato Grosso;Oct;6.109;1999;Outubro;
2000;Mato Grosso;Oct;6.062;2000;Outubro;
2001;Mato Grosso;Oct;6.543;2001;Outubro;
2002;Mato Grosso;Oct;9.375;2002;Outubro;
2003;Mato Grosso;Oct;5.341;2003;Outubro;
2004;Mato Grosso;Oct;9.295;2004;Outubro;
2005;Mato Grosso;Oct;7.765;2005;Outubro;
2006;Mato Grosso;Oct;2.327;2006;Outubro;
2007;Mato Grosso;Oct;4.89;2007;Outubro;
2008;Mato Grosso;Oct;6.326;2008;Outubro;
2009;Mato Grosso;Oct;2.579;2009;Outubro;
2010;Mato Grosso;Oct;4.465;2010;Outubro;
2011;Mato Grosso;Oct;2.01;2011;Outubro;
2012;Mato Grosso;Oct;2.837;2012;Outubro;
2013;Mato Grosso;Oct;1.986;2013;Outubro;
2014;Mato Grosso;Oct;5.281;2014;Outubro;
2015;Mato Grosso;Oct;6.49;2015;Outubro;
2016;Mato Grosso;Oct;2.749;2016;Outubro;
2017;Mato Grosso;Oct;4.8;2017;Outubro;
1998;Mato Grosso;Nov;182;1998;Novembro;
1999;Mato Grosso;Nov;842;1999;Novembro;
2000;Mato Grosso;Nov;502;2000;Novembro;
2001;Mato Grosso;Nov;373;2001;Novembro;
2002;Mato Grosso;Nov;2.905;2002;Novembro;
2003;Mato Grosso;Nov;2.097;2003;Novembro;
2004;Mato Grosso;Nov;2.405;2004;Novembro;
2005;Mato Grosso;Nov;1.368;2005;Novembro;
2006;Mato Grosso;Nov;1.031;2006;Novembro;
2007;Mato Grosso;Nov;299;2007;Novembro;
2008;Mato Grosso;Nov;190;2008;Novembro;
2009;Mato Grosso;Nov;588;2009;Novembro;
2010;Mato Grosso;Nov;768;2010;Novembro;
2011;Mato Grosso;Nov;1.103;2011;Novembro;
2012;Mato Grosso;Nov;375;2012;Novembro;
2013;Mato Grosso;Nov;1.064;2013;Novembro;
2014;Mato Grosso;Nov;1.018;2014;Novembro;
2015;Mato Grosso;Nov;1.93;2015;Novembro;
2016;Mato Grosso;Nov;918;2016;Novembro;
2017;Mato Grosso;Nov;813;2017;Novembro;
1998;Mato Grosso;Dec;76;1998;Dezembro;
1999;Mato Grosso;Dec;47;1999;Dezembro;
2000;Mato Grosso;Dec;98;2000;Dezembro;
2001;Mato Grosso;Dec;37;2001;Dezembro;
2002;Mato Grosso;Dec;1.157;2002;Dezembro;
2003;Mato Grosso;Dec;1.622;2003;Dezembro;
2004;Mato Grosso;Dec;1.217;2004;Dezembro;
2005;Mato Grosso;Dec;246;2005;Dezembro;
2006;Mato Grosso;Dec;23;2006;Dezembro;
2007;Mato Grosso;Dec;81;2007;Dezembro;
2008;Mato Grosso;Dec;159;2008;Dezembro;
2009;Mato Grosso;Dec;171;2009;Dezembro;
2010;Mato Grosso;Dec;846;2010;Dezembro;
2011;Mato Grosso;Dec;431;2011;Dezembro;
2012;Mato Grosso;Dec;492;2012;Dezembro;
2013;Mato Grosso;Dec;447;2013;Dezembro;
2014;Mato Grosso;Dec;466;2014;Dezembro;
2015;Mato Grosso;Dec;1.777;2015;Dezembro;
2016;Mato Grosso;Dec;425;2016;Dezembro;
1998;Mato Grosso;Jan;0;1998;Janeiro;
1999;Mato Grosso;Jan;239;1999;Janeiro;
2000;Mato Grosso;Jan;326;2000;Janeiro;
2001;Mato Grosso;Jan;97;2001;Janeiro;
2002;Mato Grosso;Jan;304;2002;Janeiro;
2003;Mato Grosso;Jan;182;2003;Janeiro;
2004;Mato Grosso;Jan;258;2004;Janeiro;
2005;Mato Grosso;Jan;59;2005;Janeiro;
2006;Mato Grosso;Jan;59;2006;Janeiro;
2007;Mato Grosso;Jan;19;2007;Janeiro;
2008;Mato Grosso;Jan;63;2008;Janeiro;
2009;Mato Grosso;Jan;229;2009;Janeiro;
2010;Mato Grosso;Jan;72;2010;Janeiro;
2011;Mato Grosso;Jan;129;2011;Janeiro;
2012;Mato Grosso;Jan;201;2012;Janeiro;
2013;Mato Grosso;Jan;174;2013;Janeiro;
2014;Mato Grosso;Jan;197;2014;Janeiro;
2015;Mato Grosso;Jan;226;2015;Janeiro;
2016;Mato Grosso;Jan;127;2016;Janeiro;
2017;Mato Grosso;Jan;355;2017;Janeiro;
1998;Mato Grosso;Feb;0;1998;Fevereiro;
